id,name,did,fid,sid,works_count
T12431,Sugarcane Cultivation and Processing,D3,F17,S146,60808
T11650,Skin and Cellular Biology Research,D3,F18,S160,60793
T13393,Child Nutrition and Feeding Issues,D4,F22,S202,60771
T12275,Gender and Feminist Studies,D2,F13,S122,60768
T10869,Polysaccharides and Plant Cell Walls,D3,F17,S146,60719
T10855,Amyotrophic Lateral Sclerosis Research,D4,F22,S172,60718
T12524,Chemical Synthesis and Characterization,D1,F4,S7,60685
T12489,Microbial Metabolites in Food Biotechnology,D4,F24,S235,60668
T12815,Management and Organizational Practices,D2,F16,S137,60646
T11902,Intelligent Tutoring Systems and Adaptive Learning,D1,F3,S25,60639
T11152,Stochastic processes and statistical mechanics,D1,F8,S73,60636
T11351,Catalysis and Hydrodesulfurization Studies,D1,F1,S5,60451
T13296,Physical Education and Sports Studies,D2,F13,S105,60393
T11077,Genetic and Clinical Aspects of Sex Determination and Chromosomal Abnormalities,D3,F18,S159,60378
T12971,Material Properties and Processing,D1,F1,S10,60355
T11067,Colorectal Cancer Treatments and Studies,D4,F22,S204,60343
T11208,Lignin and Wood Chemistry,D1,F1,S8,60342
T10767,Advanced Photonic Communication Systems,D1,F1,S2,60317
T13509,Accounting and Financial Management,D2,F16,S138,60303
T10653,Robot Manipulation and Learning,D1,F1,S9,60288
T10853,"Anxiety, Depression, Psychometrics, Treatment, Cognitive Processes",D2,F15,S133,60161
T14172,Cultural and Social Studies in Latin America,D2,F12,S93,60137
T13086,Post-Soviet Geopolitical Dynamics,D2,F13,S108,60135
T10242,Posttraumatic Stress Disorder Research,D2,F15,S130,60046
T12801,Bluetooth and Wireless Communication Technologies,D1,F3,S29,60045
T11400,Motivation and Self-Concept in Sports,D2,F15,S132,60011
T12037,Algebraic and Geometric Analysis,D1,F8,S71,59980
T11968,High Altitude and Hypoxia,D3,F18,S159,59974
T12813,Plant and Biological Electrophysiology Studies,D3,F17,S146,59937
T11689,Adversarial Robustness in Machine Learning,D1,F3,S25,59912
T10490,Orbital Angular Momentum in Optics,D1,F2,S19,59905
T14470,Advanced Data Processing Techniques,D1,F1,S9,59885
T10545,Optimization and Variational Analysis,D1,F3,S31,59834
T13655,Canadian Policy and Governance,D2,F13,S108,59812
T11282,Fibromyalgia and Chronic Fatigue Syndrome Research,D4,F22,S202,59775
T11262,Quantum Mechanics and Non-Hermitian Physics,D1,F2,S19,59721
T10411,Proteins in Food Systems,D3,F17,S151,59689
T13705,Australian Indigenous Culture and History,D2,F13,S106,59688
T13787,"Globalization, Historical Perspectives, and International Relations",D2,F13,S105,59640
T13729,Korean Urban and Social Studies,D1,F4,S37,59628
T11551,Infective Endocarditis Diagnosis and Management,D4,F22,S193,59613
T13562,Cruise Tourism Development and Management,D2,F13,S113,59601
T10530,Magnesium Alloys: Properties and Applications,D1,F5,S47,59597
T11166,Analytic Number Theory Research,D1,F8,S74,59591
T12421,Adrenal Hormones and Disorders,D4,F22,S212,59556
T11978,Soil Mechanics and Vehicle Dynamics,D1,F1,S6,59546
T11345,Cognitive and developmental aspects of mathematical skills,D1,F8,S70,59517
T10807,Synthesis and characterization of novel inorganic/organometallic compounds,D1,F7,S66,59450
T12727,Differential Equations and Numerical Methods,D1,F8,S75,59322
T10850,Heat Transfer and Boiling Studies,D1,F1,S5,59319
T13294,Livestock and Poultry Management,D3,F17,S150,59228
T12722,Innovation Policy and R&D,D2,F11,S89,59227
T12680,Cultural and Mythological Studies,D2,F12,S104,59219
T12244,Healthcare Education and Workforce Issues,D4,F24,S237,59200
T13538,Linguistics and Language Analysis,D2,F12,S100,59190
T11339,"Metabolism, Diabetes, and Cancer",D3,F18,S158,59156
T10243,Statistical Methods and Bayesian Inference,D1,F8,S70,59133
T11368,Long-Term Effects of COVID-19,D4,F22,S172,59095
T13713,Diverse Perspectives in Modern Studies,D2,F11,S89,59069
T13162,African Studies and Ethnography,D2,F13,S105,59056
T10917,Smart Grid Security and Resilience,D1,F1,S9,59042
T11649,Pharmaceutical industry and healthcare,D3,F21,S185,59035
T11265,Aging and Gerontology Research,D2,F15,S135,59002
T11988,Sustainable Building Design and Assessment,D1,F1,S12,58925
T10967,Carbon Dioxide Capture Technologies,D1,F1,S5,58906
T12913,Multidisciplinary Research Papers Compilation,D2,F13,S109,58896
T13019,African Studies and Geopolitics,D2,F13,S106,58880
T11805,Agricultural economics and policies,D2,F13,S124,58878
T11936,Chemical and Physical Properties in Aqueous Solutions,D1,F10,S86,58875
T10210,Advanced oxidation water treatment,D1,F4,S43,58860
T14521,Medicinal Plant Research,D3,F17,S146,58857
T12370,Advances in Cucurbitaceae Research,D3,F18,S159,58823
T11062,Gear and Bearing Dynamics Analysis,D1,F1,S5,58819
T12559,French Literature and Critical Theory,D2,F12,S93,58818
T11358,Dysphagia Assessment and Management,D4,F23,S230,58802
T11542,Behavioral Health and Interventions,D2,F15,S136,58792
T12390,Comics and Graphic Narratives,D2,F12,S103,58790
T11182,Auction Theory and Applications,D2,F14,S128,58751
T11954,Energy Efficiency and Management,D1,F9,S78,58738
T14143,Economic and Technological Innovation,D2,F11,S89,58735
T10847,Advanced Optical Network Technologies,D1,F1,S2,58711
T12317,Actinomycetales infections and treatment,D4,F22,S182,58702
T10980,Vascular Malformations and Hemangiomas,D4,F22,S190,58657
T11780,Rabies epidemiology and control,D3,F20,S180,58653
T12192,Polysaccharides Composition and Applications,D3,F17,S151,58622
T11236,Control Systems and Identification,D1,F1,S9,58540
T11706,Forensic Entomology and Diptera Studies,D3,F17,S147,58539
T10711,Target Tracking and Data Fusion in Sensor Networks,D1,F3,S25,58454
T12999,Medieval History and Crusades,D2,F12,S97,58415
T10912,Telemedicine and Telehealth Implementation,D4,F22,S192,58406
T12126,Maritime Transport Emissions and Efficiency,D1,F4,S38,58398
T12128,AI in Service Interactions,D1,F3,S25,58393
T11389,Maternal and fetal healthcare,D4,F22,S188,58351
T10633,Metallic Glasses and Amorphous Alloys,D1,F1,S5,58325
T10796,Cooperative Communication and Network Coding,D1,F3,S29,58310
T12910,Eicosanoids and Hypertension Pharmacology,D3,F18,S165,58286
T10233,Geotechnical Engineering and Soil Mechanics,D1,F1,S6,58284
T12810,Real-time simulation and control systems,D1,F1,S9,58261
T14406,Multidisciplinary Science and Engineering Research,D2,F14,S127,58238
T11435,Polynomial and algebraic computation,D1,F3,S31,58211
T13010,Agriculture and Agroindustry Studies,D3,F17,S154,58184
T14129,Economic and Business Studies,D2,F11,S89,58116
T11305,"Amyloidosis: Diagnosis, Treatment, Outcomes",D3,F18,S158,58083
T14003,Labor Law and Work Dynamics,D2,F13,S108,58070
T12243,Research in Cotton Cultivation,D3,F17,S146,58033
T11205,Numerical methods in inverse problems,D1,F8,S73,58000
T10282,Financial Risk and Volatility Modeling,D2,F11,S91,57988
T12967,Molecular Spectroscopy and Structure,D1,F7,S64,57987
T10456,Multi-Agent Systems and Negotiation,D1,F3,S25,57966
T11327,Acupuncture Treatment Research Studies,D4,F22,S197,57957
T10752,Terahertz technology and applications,D1,F1,S2,57917
T11313,Immune cells in cancer,D3,F20,S179,57791
T10249,Distributed Control Multi-Agent Systems,D1,F3,S29,57787
T10811,Hydrogen Storage and Materials,D1,F5,S46,57754
T10963,Advanced Optimization Algorithms Research,D1,F8,S75,57689
T14147,Innovative Approaches in Technology and Social Development,D2,F16,S140,57682
T11196,Non-Invasive Vital Sign Monitoring,D1,F1,S8,57680
T11683,Quantum and Classical Electrodynamics,D1,F2,S19,57647
T13920,Urban Planning and Valuation,D1,F4,S37,57641
T11919,dental development and anomalies,D3,F18,S158,57587
T10614,Transcranial Magnetic Stimulation Studies,D3,F19,S172,57579
T12439,Dental Research and COVID-19,D4,F25,S242,57574
T13511,Geodetic Measurements and Engineering Structures,D1,F1,S6,57540
T14347,Big Data and Digital Economy,D1,F3,S26,57516
T13574,Family Support in Illness,D2,F13,S105,57513
T13344,Industrial Automation and Control Systems,D1,F1,S9,57502
T11436,Entomopathogenic Microorganisms in Pest Control,D3,F17,S147,57498
T12799,Mobile and Web Applications,D1,F3,S26,57485
T10820,Fuzzy Logic and Control Systems,D1,F3,S25,57484
T11982,Rhetoric and Communication Studies,D2,F12,S92,57484
T11032,VLSI and Analog Circuit Testing,D1,F3,S30,57475
T13389,German Economic Analysis & Policies,D2,F11,S89,57467
T12031,Speech and dialogue systems,D1,F3,S25,57444
T12325,Urban Design and Spatial Analysis,D1,F1,S12,57392
T11017,Chaos-based Image/Signal Encryption,D1,F3,S28,57345
T10813,Sport Psychology and Performance,D2,F15,S134,57338
T13674,Computer Science and Engineering,D1,F3,S25,57318
T14242,"Nutrition, Health, and Society Studies",D3,F17,S151,57305
T11103,Antimicrobial Peptides and Activities,D3,F20,S182,57250
T12146,Power Line Communications and Noise,D1,F1,S2,57243
T10701,Radical Photochemical Reactions,D1,F7,S63,57237
T10500,Sparse and Compressive Sensing Techniques,D1,F1,S3,57223
T10473,Postharvest Quality and Shelf Life Management,D3,F17,S146,57198
T10656,Child and Animal Learning Development,D2,F15,S134,57188
T11461,Local Government Finance and Decentralization,D2,F13,S108,57188
T14139,E-commerce and Technology Innovations,D2,F16,S144,57109
T12882,Jungian Analytical Psychology,D2,F15,S132,57103
T10724,Ion Transport and Channel Regulation,D3,F18,S158,57073
T11901,Bayesian Methods and Mixture Models,D1,F3,S25,57069
T10774,Weed Control and Herbicide Applications,D3,F17,S146,57056
T11296,COVID-19 and healthcare impacts,D4,F22,S204,57053
T11585,Exercise and Physiological Responses,D4,F22,S214,57043
T10462,Reinforcement Learning in Robotics,D1,F3,S25,57036
T12035,Pain Management and Placebo Effect,D3,F19,S173,57010
T13018,Seismology and Earthquake Studies,D1,F3,S25,56977
T11120,Nonprofit Sector and Volunteering,D2,F13,S105,56971
T12674,"Rabbits: Nutrition, Reproduction, Health",D3,F17,S150,56971
T13191,Dispute Resolution and Class Actions,D2,F16,S137,56953
T10954,Peripheral Nerve Disorders,D4,F22,S198,56950
T11355,Inflammatory Biomarkers in Disease Prognosis,D4,F22,S204,56944
T11768,Music Therapy and Health,D2,F15,S132,56941
T10777,Politics and Society in Latin America,D2,F13,S108,56938
T11448,Face recognition and analysis,D1,F3,S28,56928
T13267,Advanced Theoretical and Applied Studies in Material Sciences and Geometry,D1,F1,S8,56918
T13260,Linguistics and Language Studies,D2,F12,S100,56850
T11695,South African History and Culture,D2,F13,S105,56799
T11011,Frailty in Older Adults,D4,F22,S208,56787
T13126,Scientific Research and Discoveries,D1,F2,S23,56783
T14365,Leaf Properties and Growth Measurement,D3,F17,S146,56775
T12841,Echinoderm biology and ecology,D3,F17,S149,56731
T13050,Oil and Gas Production Techniques,D1,F1,S4,56724
T11864,Supply Chain Resilience and Risk Management,D2,F16,S137,56696
T11656,Turtle Biology and Conservation,D1,F4,S41,56643
T13112,Nutrition and Health Studies,D4,F22,S192,56631
T10939,Crystal Structures and Properties,D1,F5,S52,56556
T11779,Higher Education and Employability,D2,F13,S107,56555
T11278,Calcium Carbonate Crystallization and Inhibition,D1,F5,S47,56515
T14484,Technology and Data Analysis,D1,F3,S26,56507
T10626,High-Temperature Coating Behaviors,D1,F1,S1,56506
T14427,Environmental Monitoring and Data Management,D1,F6,S58,56473
T10357,Efficiency Analysis Using DEA,D2,F14,S128,56463
T11867,Traumatic Ocular and Foreign Body Injuries,D4,F22,S206,56450
T10704,Advancements in Transdermal Drug Delivery,D3,F21,S184,56407
T12556,Educational Methods and Analysis,D2,F13,S107,56367
T11107,Selenium in Biological Systems,D4,F24,S235,56360
T11397,"Populism, Right-Wing Movements",D2,F13,S108,56345
T11109,Thermoregulation and physiological responses,D4,F22,S166,56328
T11924,Polyamine Metabolism and Applications,D3,F18,S158,56265
T14288,"Law, Rights, and Freedoms",D2,F13,S105,56220
T12671,Management and Marketing Education,D2,F16,S140,56201
T10874,Electromagnetic Fields and Biological Effects,D3,F18,S157,56167
T12554,Vitamin C and Antioxidants Research,D4,F24,S235,56101
T11127,Solid State Laser Technologies,D1,F1,S2,56084
T12862,Catholicism and Religious Studies,D2,F12,S97,56068
T12539,Pharmacology and Obesity Treatment,D4,F22,S185,56058
T14285,Biopolymer Synthesis and Applications,D3,F18,S158,55993
T14448,EU Law and Policy Analysis,D2,F13,S110,55968
T11303,Bayesian Modeling and Causal Inference,D1,F3,S25,55952
T11566,Laser Applications in Dentistry and Medicine,D4,F22,S198,55934
T12022,Hydraulic flow and structures,D1,F1,S6,55931
T10565,"Psychopathy, Forensic Psychiatry, Sexual Offending",D2,F15,S130,55906
T11804,Quantum many-body systems,D1,F2,S19,55906
T11110,Stability and Controllability of Differential Equations,D1,F1,S9,55905
T11485,Gastrointestinal Tumor Research and Treatment,D4,F22,S220,55817
T12107,Leprosy Research and Treatment,D4,F22,S195,55797
T13166,Information Science and Libraries,D1,F3,S26,55744
T12279,Body Composition Measurement Techniques,D4,F22,S166,55741
T12578,Diagnosis and treatment of tuberculosis,D4,F22,S190,55715
T11772,Genetics and Neurodevelopmental Disorders,D3,F18,S159,55684
T12448,Paranormal Experiences and Beliefs,D2,F15,S132,55675
T11328,Ocular Oncology and Treatments,D4,F22,S206,55611
T14216,Multimedia Learning Systems,D1,F3,S26,55591
T11099,Autonomous Vehicle Technology and Safety,D1,F1,S15,55580
T10343,"Hydrogels: synthesis, properties, applications",D3,F18,S164,55559
T11453,Diagnosis and Treatment of Venous Diseases,D4,F22,S190,55544
T10710,Arsenic contamination and mitigation,D1,F4,S39,55542
T11570,Periodontal Regeneration and Treatments,D4,F22,S219,55468
T11414,Quantum optics and atomic interactions,D1,F2,S19,55467
T12871,Healthcare Quality and Management,D4,F23,S232,55465
T13127,Biotin and Related Studies,D3,F18,S160,55451
T11139,"Gout, Hyperuricemia, Uric Acid",D4,F22,S217,55436
T11377,Retinal and Macular Surgery,D4,F22,S198,55409
T12994,Infrared Thermography in Medicine,D4,F22,S198,55377
T10991,Game Theory and Voting Systems,D2,F11,S89,55355
T12592,Opinion Dynamics and Social Influence,D1,F2,S23,55332
T11186,Hydrology and Drought Analysis,D1,F4,S40,55302
T13196,Political Theory and Influence,D2,F13,S108,55285
T13950,Collembola Taxonomy and Ecology Studies,D3,F17,S148,55285
T11450,Model-Driven Software Engineering Techniques,D1,F3,S35,55280
T11251,Meningioma and schwannoma management,D4,F22,S193,55263
T11755,Transboundary Water Resource Management,D2,F13,S105,55243
T12587,Gestational Trophoblastic Disease Studies,D4,F22,S192,55236
T11877,Iron oxide chemistry and applications,D1,F9,S78,55219
T12383,Aeolian processes and effects,D1,F6,S59,55205
T11447,Blind Source Separation Techniques,D1,F3,S32,55193
T12477,Toxin Mechanisms and Immunotoxins,D3,F20,S179,55178
T13840,Chemical Safety and Risk Management,D1,F10,S87,55164
T11677,Congenital heart defects research,D3,F18,S158,55130
T11276,Solar Radiation and Photovoltaics,D1,F3,S25,55118
T12602,Medical Education and Admissions,D4,F22,S192,55115
T11273,Advanced Graph Neural Networks,D1,F3,S25,55065
T11018,Lower Extremity Biomechanics and Pathologies,D1,F1,S8,55044
T12756,Plant Toxicity and Pharmacological Properties,D3,F18,S158,55011
T12042,Satellite Communication Systems,D1,F1,S1,54991
T14324,Insects and Parasite Interactions,D1,F4,S44,54957
T12118,Forest Biomass Utilization and Management,D1,F1,S10,54929
T12365,Effects of Environmental Stressors on Livestock,D3,F17,S150,54924
T11703,"Rings, Modules, and Algebras",D1,F8,S74,54913
T11868,Cancer and Skin Lesions,D4,F22,S203,54784
T10775,Generative Adversarial Networks and Image Synthesis,D1,F3,S28,54762
T11567,semigroups and automata theory,D1,F3,S31,54706
T11702,Parasitic Diseases Research and Treatment,D4,F22,S195,54694
T11951,Trauma Management and Diagnosis,D4,F22,S190,54693
T10953,E-Government and Public Services,D2,F13,S108,54660
T10974,Advanced Queuing Theory Analysis,D2,F16,S139,54660
T11492,Academic integrity and plagiarism,D2,F13,S124,54645
T13373,Data Mining and Machine Learning Applications,D1,F3,S26,54642
T11923,Mine drainage and remediation techniques,D1,F4,S39,54618
T10916,Surgical Simulation and Training,D4,F22,S190,54512
T12016,Web Data Mining and Analysis,D1,F3,S26,54493
T13414,Radioactive Decay and Measurement Techniques,D1,F2,S22,54446
T13049,Surface Roughness and Optical Measurements,D1,F1,S3,54359
T10962,Thermodynamic properties of mixtures,D1,F10,S84,54249
T10508,Patient Safety and Medication Errors,D4,F23,S227,54217
T11845,Cancer therapeutics and mechanisms,D3,F18,S158,54101
T11568,Railway Systems and Energy Efficiency,D1,F1,S7,54080
T13892,Aquatic life and conservation,D3,F17,S149,53994
T11639,Mental Health and Patient Involvement,D4,F23,S224,53990
T12103,Cancer Risks and Factors,D4,F22,S204,53962
T11306,Nonmelanoma Skin Cancer Studies,D4,F22,S193,53925
T10780,Reliability and Maintenance Optimization,D1,F1,S11,53920
T11987,COVID-19 Impact on Reproduction,D4,F22,S191,53905
T12186,Phosphorus and nutrient management,D1,F4,S7,53846
T10993,Complement system in diseases,D3,F20,S179,53840
T10642,Plasma Applications and Diagnostics,D4,F22,S198,53805
T14184,Metallurgy and Material Science,D1,F5,S46,53798
T12934,Plant and fungal interactions,D3,F17,S148,53797
T13909,Environmental Quality and Pollution,D1,F4,S42,53787
T12151,Interpreting and Communication in Healthcare,D4,F23,S224,53786
T11134,Breast Lesions and Carcinomas,D4,F22,S205,53740
T11422,Burn Injury Management and Outcomes,D4,F22,S193,53724
T10900,Listeria monocytogenes in Food Safety,D3,F18,S167,53717
T13171,Polymer Science and PVC,D1,F5,S51,53716
T10906,AI-based Problem Solving and Planning,D1,F3,S25,53694
T10959,Student Assessment and Feedback,D2,F13,S107,53691
T11346,Mast cells and histamine,D3,F20,S179,53690
T10186,Nursing education and management,D4,F24,S238,53668
T12537,Flow Measurement and Analysis,D1,F1,S10,53657
T12666,Historical Psychiatry and Medical Practices,D2,F15,S130,53646
T12140,Renal and related cancers,D3,F18,S158,53633
T11664,Fiber-reinforced polymer composites,D1,F1,S5,53629
T11199,Pain Management and Opioid Use,D4,F22,S218,53624
T12066,Obesity and Health Practices,D4,F23,S226,53607
T11264,Coffee research and impacts,D4,F22,S185,53603
T14198,Philosophical Thought and Analysis,D2,F13,S109,53555
T13625,Journalism and Media Studies,D2,F13,S118,53533
T11193,Adenosine and Purinergic Signaling,D3,F18,S166,53527
T12396,Advanced Differential Equations and Dynamical Systems,D1,F8,S69,53515
T11723,Optical Coatings and Gratings,D1,F5,S48,53492
T10723,Advanced Welding Techniques Analysis,D1,F1,S5,53463
T10541,Nonlinear Differential Equations Analysis,D1,F8,S71,53462
T12673,Microbial Metabolism and Applications,D3,F18,S167,53460
T12093,Greenhouse Technology and Climate Control,D3,F17,S146,53451
T11068,Tendon Structure and Treatment,D4,F22,S199,53433
T11116,"Trauma, Hemostasis, Coagulopathy, Resuscitation",D4,F22,S222,53409
T11775,COVID-19 diagnosis using AI,D4,F22,S198,53404
T10149,Anthropological Studies and Insights,D2,F13,S106,53387
T10956,Fullerene Chemistry and Applications,D1,F7,S63,53371
T12952,School Leadership and Teacher Performance,D2,F13,S107,53360
T12125,Aerospace and Aviation Technology,D1,F1,S1,53349
T10592,Fusion materials and technologies,D1,F5,S46,53336
T12023,Cholinesterase and Neurodegenerative Diseases,D4,F22,S185,53325
T12681,Global Healthcare and Medical Tourism,D4,F23,S224,53306
T11737,Advanced Materials and Mechanics,D1,F1,S5,53281
T13836,Educational Research and Pedagogy,D1,F3,S29,53219
T11611,Cyclopropane Reaction Mechanisms,D1,F7,S63,53213
T13425,Rural and Ethnic Education,D2,F13,S107,53206
T13726,International Science and Diplomacy,D2,F13,S108,53159
T11063,Rough Sets and Fuzzy Logic,D1,F3,S31,53157
T11418,Plant Micronutrient Interactions and Effects,D3,F17,S146,53152
T12314,Nuts composition and effects,D4,F24,S235,53150
T10909,Edible Oils Quality and Analysis,D1,F7,S63,53143
T11533,Melanoma and MAPK Pathways,D3,F18,S158,53128
T13842,Intellectual Property Law,D2,F13,S110,53083
T11093,Personality Disorders and Psychopathology,D2,F15,S130,53081
T11173,Neurofibromatosis and Schwannoma Cases,D4,F22,S172,53065
T11394,Dynamics and Control of Mechanical Systems,D1,F1,S9,53059
T13736,Steroid Chemistry and Biochemistry,D3,F18,S158,52997
T12336,Insect Utilization and Effects,D3,F17,S147,52964
T11500,Evacuation and Crowd Dynamics,D1,F1,S4,52958
T11008,Aerodynamics and Acoustics in Jet Flows,D1,F1,S1,52913
T13013,Free Radicals and Antioxidants,D1,F7,S63,52885
T13318,Diverse Scientific Research in Ukraine,D1,F4,S40,52883
T13395,"Education, Leadership, and Health Research",D2,F13,S107,52879
T14124,"Food, Nutrition, and Cultural Practices",D3,F17,S151,52870
T14464,Community Development and Social Impact,D2,F11,S91,52862
T14212,Health Promotion and Cardiovascular Prevention,D4,F22,S192,52841
T13386,Educational Methods and Teacher Development,D1,F3,S26,52815
T10439,Climate change impacts on agriculture,D3,F17,S148,52795
T11526,Innovative Teaching Methods,D2,F13,S107,52723
T12785,Hong Kong and Taiwan Politics,D2,F13,S105,52719
T10488,Nanocomposite Films for Food Packaging,D1,F5,S47,52698
T11317,Fire dynamics and safety research,D1,F1,S11,52618
T10629,Health Policy Implementation Science,D4,F23,S224,52612
T11946,Antenna Design and Optimization,D1,F1,S1,52601
T13885,Geophysics and Sensor Technology,D1,F1,S4,52520
T10611,Organic Light-Emitting Diodes Research,D1,F1,S2,52469
T11799,"Adhesion, Friction, and Surface Interactions",D1,F1,S10,52458
T11300,Global Educational Policies and Reforms,D2,F13,S108,52456
T13987,Child Development and Education,D2,F13,S107,52372
T11078,Inflammasome and immune disorders,D3,F18,S158,52357
T10982,Motor Control and Adaptation,D3,F19,S173,52323
T11898,Economics of Agriculture and Food Markets,D2,F11,S89,52313
T13382,Robotics and Automated Systems,D1,F1,S9,52298
T10977,Optical Imaging and Spectroscopy Techniques,D4,F22,S198,52293
T12518,Diverticular Disease and Complications,D4,F22,S190,52290
T13953,Digital Imaging in Medicine,D4,F22,S192,52243
T10070,Political Conflict and Governance,D2,F13,S105,52239
T11128,Transition Metal Oxide Nanomaterials,D1,F5,S51,52188
T10761,Vehicular Ad Hoc Networks (VANETs),D1,F1,S2,52165
T11479,Smart Cities and Technologies,D1,F1,S13,52159
T11225,Geothermal Energy Systems and Applications,D1,F9,S78,52137
T13234,advanced mathematical theories,D1,F8,S73,52129
T11348,Celiac Disease Research and Management,D4,F22,S220,52115
T10925,Spinal Cord Injury Research,D4,F22,S205,52083
T12632,Visual Culture and Art Theory,D2,F12,S103,52046
T10840,High Temperature Alloys and Creep,D1,F1,S5,52014
T11392,Energy Harvesting in Wireless Networks,D1,F1,S2,51994
T11597,"Neutrophil, Myeloperoxidase and Oxidative Mechanisms",D3,F20,S179,51984
T11092,Spondyloarthritis Studies and Treatments,D4,F22,S211,51982
T11751,Lattice Boltzmann Simulation Studies,D1,F1,S3,51971
T12226,Neuroblastoma Research and Treatments,D4,F22,S172,51966
T12418,Respiratory and Cough-Related Research,D4,F22,S200,51954
T14226,"Migration, Racism, and Human Rights",D2,F13,S123,51939
T11562,Facial Trauma and Fracture Management,D4,F22,S190,51916
T14181,Academic Freedom and Politics,D2,F13,S108,51908
T12227,Environmental and Social Impact Assessments,D1,F4,S37,51905
T11123,Obsessive-Compulsive Spectrum Disorders,D2,F15,S130,51884
T10808,Electric and Hybrid Vehicle Technologies,D1,F1,S15,51866
T11797,graph theory and CDMA systems,D1,F1,S2,51821
T12027,Social Media in Health Education,D2,F13,S123,51784
T13413,Cultural and Historical Studies,D2,F12,S103,51773
T10803,Innovative Human-Technology Interaction,D1,F3,S34,51771
T11237,Plant Gene Expression Analysis,D3,F18,S158,51733
T10667,Emotion and Mood Recognition,D2,F15,S133,51684
T11514,Disability Education and Employment,D2,F13,S124,51660
T12981,Conservation Techniques and Studies,D2,F12,S102,51636
T11904,Spatial Cognition and Navigation,D1,F1,S15,51626
T10948,Advanced Combinatorial Mathematics,D1,F8,S76,51586
T10548,Catalytic Cross-Coupling Reactions,D1,F7,S63,51572
T11985,Marine Toxins and Detection Methods,D1,F4,S39,51562
T12860,Family and Patient Care in Intensive Care Units,D4,F23,S225,51550
T11440,Click Chemistry and Applications,D1,F7,S63,51466
T13832,Advanced Decision-Making Techniques,D1,F3,S26,51462
T14463,Diverse Scientific Research Studies,D4,F23,S224,51435
T11574,Artificial Intelligence in Games,D1,F3,S25,51433
T10828,Biometric Identification and Security,D1,F3,S32,51430
T10845,Advanced Causal Inference Techniques,D1,F8,S70,51424
T12246,Chronic Disease Management Strategies,D4,F22,S193,51415
T11579,Cardiovascular and Diving-Related Complications,D4,F22,S200,51381
T11412,Genetic and Kidney Cyst Diseases,D3,F18,S159,51374
T13867,Economic Growth and Development,D1,F3,S26,51373
T11672,Recycling and utilization of industrial and municipal waste in materials production,D1,F1,S12,51365
T11030,Scoliosis diagnosis and treatment,D4,F22,S190,51360
T12512,History of Colonial Brazil,D2,F13,S106,51356
T11637,Advanced Semiconductor Detectors and Materials,D1,F1,S2,51313
T12460,Pediatric Hepatobiliary Diseases and Treatments,D4,F22,S190,51264
T14275,Historical Medical Research and Treatments,D4,F22,S198,51257
T13513,Urban and sociocultural dynamics,D2,F13,S111,51243
T13042,Economic and Fiscal Studies,D2,F11,S89,51242
T11581,Viral Infections and Outbreaks Research,D4,F22,S195,51194
T11865,Anorectal Disease Treatments and Outcomes,D4,F22,S190,51186
T12389,Infrared Target Detection Methodologies,D1,F1,S1,51159
T11292,Pediatric Pain Management Techniques,D4,F22,S188,51131
T11167,Hair Growth and Disorders,D4,F22,S219,51059
T11623,Hyperglycemia and glycemic control in critically ill and hospitalized patients,D4,F22,S212,51027
T11782,Magnetic Properties of Alloys,D1,F5,S52,51009
T11682,Advanced Condensed Matter Physics,D1,F2,S20,51002
T11398,Hand Gesture Recognition Systems,D1,F3,S34,50986
T12895,Environmental law and policy,D2,F13,S110,50959
T14144,Neurological Disease Mechanisms and Treatments,D3,F19,S172,50951
T13071,Digital Storytelling and Education,D4,F23,S230,50944
T10810,Polymer composites and self-healing,D1,F5,S51,50894
T11254,Fluid Dynamics and Vibration Analysis,D1,F1,S3,50888
T12517,Seventeenth-Century Political and Philosophical Thought,D2,F12,S92,50860
T13369,European and Russian Geopolitical Military Strategies,D2,F13,S108,50840
T11169,Silicon Nanostructures and Photoluminescence,D1,F5,S46,50818
T12729,Tree Root and Stability Studies,D1,F1,S5,50812
T14041,Central European Literary Studies,D2,F13,S106,50805
T12161,Plant Surface Properties and Treatments,D3,F17,S146,50800
T12461,Narrative Theory and Analysis,D2,F12,S93,50793
T10244,Chaos control and synchronization,D1,F2,S23,50788
T11628,Myeloproliferative Neoplasms: Diagnosis and Treatment,D4,F22,S159,50774
T12335,"Sexuality, Behavior, and Technology",D2,F15,S130,50768
T11679,Craniofacial Disorders and Treatments,D3,F18,S159,50729
T13721,Political Science Research and Education,D2,F13,S108,50727
T13727,Linguistic and Sociocultural Studies,D2,F13,S120,50662
T12593,Communication in Education and Healthcare,D2,F15,S132,50607
T10937,"Telomeres, Telomerase, and Senescence",D4,F22,S166,50594
T11280,Hemophilia Treatment and Research,D4,F22,S216,50566
T12182,Evolution and Science Education,D2,F12,S99,50532
T14291,Indonesian Legal and Regulatory Studies,D2,F13,S108,50527
T13362,Slime Mold and Myxomycetes Research,D1,F1,S8,50469
T13589,Literary and Cultural Studies,D2,F13,S105,50450
T10693,Blood transfusion and management,D4,F22,S165,50413
T13784,Jewish Identity and Society,D2,F13,S114,50412
T10726,Career Development and Diversity,D2,F13,S124,50410
T11002,Indoor Air Quality and Microbial Exposure,D1,F4,S44,50388
T10957,Photodynamic Therapy Research Studies,D4,F22,S200,50379
T11119,Urban Stormwater Management Solutions,D1,F4,S38,50369
